Rank,Track,Album Name,Artist,Release Date,Release Year,ISRC,Release Country,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Lyrics
465,Solo,Solo (feat. Demi Lovato),Clean Bandit,17.05.2018,2018,GBAHS1800328,GB,1246,"42,4",1042065058,114049,30877323,64.0,90354845.0,1452644.0,7280799.0,217591835.0,3283690900.0,,126.0,94478.0,,110.0,433384.0,54.0,47638322.0,44602.0,,14928007.0,0,take stop hear even brokenhearted without there's thing one party woop turn callin' try worst since new lose meant yeah woah wanna baby day music comin' touch 'cause every leave i've boys nobody message cry fool really exes got solo e single know night like everybody tou oh zone time read gone wish can't someone parted f dancin' never hurtin'
466,SNAP,SNAP,Rosa Linn,19.03.2022,2022,USSM12207342,US,643,"59,7",1039482815,99333,60341587,79.0,14074005.0,277824.0,20083.0,254036.0,6824133.0,,133.0,366151.0,661.0,75.0,2521874.0,39.0,,,3569232.0,9224184.0,0,memories head stop fingers one 22nd song turn heart person since writin' four people rain yeah woah said snappin' snap left sna three would heart's says easy nights 'cause losing put i've talkin' really last still anymore get songs need 4 lie spendin' two many fade oh june time count can't wishing tryin' turns fire might never
467,Promises,Promises (with Sam Smith),Calvin Harris,17.08.2018,2018,GBARL1801049,GB,1711,"35,3",1036104210,12548,39427143,69.0,656926852.0,3449298.0,17106.0,3825116.0,27087495.0,580519715.0,186.0,145284.0,75.0,332.0,2111032.0,26.0,48403430.0,1101.0,,11320622.0,0,late promises drunk ain't love come free callin' everything air golden magic stay give loud 'cause day i'll ruined judge control doin' i'm high 'cause ain't science rings green mine heatin' get need things enough takin' mhm tonight speedin' night ooh light body callin' excuse energy's tease can't uh someone heartbeat's ya say make alone dancin' we're
468,we fell in love in october,we fell in love in october / October Passed Me By,girl in red,01.01.2018,2018,GBKPL1828677,GB,149,38,1034272727,201381,54919566,77.0,235190444.0,4584548.0,2469242.0,313991722.0,2226783393.0,9309862.0,37.0,1675.0,51.0,24.0,270287.0,50.0,10135078.0,21017.0,30020995.0,2050181.0,0,stay stars admiring least afar smoking way pretty look roof love bother fall going know fell that's october cigarettes looking girl world we're view
470,No Guidance,No Guidance (feat. Drake),Chris Brown,08.06.2019,2019,USRC11901583,US,724,"56,9",1030515485,157003,35028641,70.0,809218963.0,5861900.0,794152.0,55950941.0,451934036.0,355440823.0,185.0,215.0,7.0,38.0,513679.0,55.0,403683186.0,1816.0,3524264.0,8062187.0,1,take call low debatin' sweetie flew flex hot even ain't easier thing one love come preachy talk babies playlist birkin mami silent try test gon' steppin' nigga move tryna lot let girl patience wildin' good yeah nowhere sweet od took sayin' freely intrigue give choosin' seventeen wanna tired games homeboy baby way lil' kind pretty tell week pickin' runnin' next hopefully bag fuck long learn name easy modest peachtree stupid 'cause playin' damn game whole back see home leave work put poppin' talkin' real 'gram dm seen guidance flaws really stayin' last gotta exes got violent mileage 'em get wild bein' know need freaky shit niggas crazy okay could god pearland teach like ooh ayy plan die cheap lookin' oh woo please 3d coop perfect play hittin' vibes frustrated nine treat uh around go that's lock sex trips side usin' make bands never six five
471,TQG,TQG,KAROL G,23.02.2023,2023,USUM72222541,US,80,"167,8",1024381758,78554,69319589,78.0,1102289596.0,8953293.0,457111.0,15048444.0,248168852.0,1174053183.0,138.0,149584.0,38.0,84.0,8850320.0,131.0,68022934.0,16511.0,164895.0,3488226.0,1,tqg se medallo es ahora ella ves llena ÃÂ¿quÃÂ© siente menos dicen volver errores llueven la' bonito tengo como drums lo' buscando ÃÂ­to' reporte' la'o cuenta show' mucho mejorÃÂ³ ofendido quiere' pero errore' tragadito fuiste busca' meno' ey da estÃÂ¡' idiota tenÃÂ­a tqm todavÃÂ­a la mala aporte papi mi rabia haciendo tapar compito si mueve sabes tragaÃÂ­to' buena sabe eres triple usted estoy tiene puesta ni e' cambiÃÂ© verte viendo te dile supiera un miente dÃÂ¡ndole maquillaje: culito al buscÃÂ¡ndome eras contigo porque bichota vi deje ÃÂ¿no mÃÂ­o quieres los persona vacÃÂ­o bebÃÂ© suponÃÂ­a doliÃÂ³ otra mÃÂ¡s pasaporte yo vida novia level herida monotonÃÂ­a hace' ahÃÂ­ acÃÂ¡ suerte lo jajaja auh barranquilla 'toy vivimos tiempo comida bendicione' ah hasta to'a' eh norte de olvidÃÂ³ tu superaste soy 'pÃÂ©rame haces dijo con repito like dinero mmm hombre' lejos en fue estar mano diciendo una puse nota bienvenido dura foto rÃÂ­o deporte amor fuera por ovy feliz alejÃÂ³ era pa' nueva muy tÃÂº quedÃÂ³ veo hombres que tirÃÂ³ conseguiste grande parking ya pues historia' tirando sÃÂ­ shakira never el llenando eso mÃÂ­a
472,Get You,Get You   Single,Daniel Caesar,21.10.2016,2016,TCACR1690004,TC,2056,"31,8",1024198691,168424,41883756,76.0,251585070.0,1895986.0,30755.0,14835570.0,101238385.0,651349.0,172.0,15813.0,138.0,12.0,35304.0,36.0,113844720.0,71863.0,58680550.0,4056356.0,0,memories take alive love come somebody feel winds callin' none everything eyes making feels disasters yeah thankful right full baby i'll tell drought bit inside fallen heard boy every see days something leave babe got i'd get cries need angels could kingdoms lead wide paradise like thighs ooh lover two summer oh would've time look far us natural uh around someone ever thought that's build famine make we're
473,Smack That,Smack That (feat. Eminem),Akon,01.01.2006,2006,USUM70609036,US,3422,"23,4",1023825031,204464,51055833,80.0,1251716030.0,8866662.0,,279003.0,1957205.0,397519323.0,37.0,28439.0,,24.0,316904.0,25.0,256334581.0,398868.0,,5885853.0,1,akon mile call cat 'til plus ready maybe cut lately problem thing step one 'lac putty looks song feel gallardo gal style money cracked gon' intact soon lot crib's want girl he's yeah full i'ma steps climbs give wanna eminem's wheel backed way i'll pedicure less sore tell in' marvelous booty block three woodie possibly place jump floor bu better saw banger women konvict pal little 'cause playin' slow kitty game claws whole kick back see hang put big fact pull another let's upfront got poles shadow stage tae 'em bo ho get hold drawers know shit club could lady pocket attack mack rollin' like chase ooh singin' bank ayy whee creepin' flip lookin' oh time shady waste look away hittin' shall think drink lamborghini packed bend throw dolls go tryin' throwin' palace thang parking that's slim dull manicure behind watch creeps dawnin' smack say wardrobe konvict's
474,Empire State Of Mind,The Blueprint 3,JAY Z,08.09.2009,2009,USJZ10900031,US,4231,"20,5",1021647566,253182,78527028,77.0,608425147.0,4576133.0,70684.0,21707894.0,179539671.0,22687602.0,139.0,2996.0,,77.0,1163334.0,43.0,,,,13107981.0,1,hat concrete stars blinding nets meltin' cop mami plug nigga new empire champion forgot blinders clique tell winter brand hood casually quick boy game york world back rest bk half liberty boys gypsy become yo city afrika bambaataa let's cruisin' bright mai de wade need lebron ayy players limelight blue starts naked ride that's life side say girls million rock cab bleed act gets tais dreams feel style air streets since hola church lighters trip compare took walkin' dominicanos spot special day i'll monte gradually three niro everywhere og place bust hail better pity long lights eve tribeca lines kitchen home put sin parade still rap feelin' payin' forever save dice like crowd fair came referee mcdonald's ambien gang eight dÃÂ­melo biggie route mdma hand school yellow fives y'all vogue sinatra nah hear hot step love graduated city's billboard dwyane good yeah street right filled give ow pastry knicks drivin' peace jungle slip state pretty stuy pot yankee spiked sleeps mary attitude high brooklyn brought simmons add holla 8th jeezy's courtside ty sip bus bob ball cee gotta hop anywhere lo apple know niggas cold trade could everybody virgin oh bite lexus x lined catch can't labor uh end harlem make though used whippin' foreigners dollar ain't broadway ed there's one come casualties texas jesus bed sittin' aha definitely card corners bounds baby crip next king stories slow famous caught welcome live bad big sellin' inspire skin worse got statue addicted shit okay white 560 nothin' marley en made lookin' hip sippin' gone whim stash never
476,Until I Found You,Until I Found You,Stephen Sanchez,01.09.2021,2021,USUG12103651,US,339,83,1020452066,169696,52678003,73.0,385820349.0,4710732.0,796783.0,391999548.0,3320885451.0,3540186470.0,75.0,269792.0,1886.0,30.0,897931.0,42.0,38544039.0,26435.0,8598138.0,11693340.0,0,like used said lost oh i'll within georgia pulled love arms darkness wrap would fall hold unless go fell want ya let found say caught asked never
477,Get You The Moon,Get You The Moon (feat. SnÃÂÃÂ©ÃÂÃÂ½ÃÂÃÂ¯,Kina,08.10.2018,2018,USSM11808093,US,127,42,1020435750,157944,42123948,69.0,199282045.0,3250046.0,4868621.0,2193688729.0,21650351404.0,20366285.0,70.0,2225.0,95.0,51.0,819864.0,13.0,91698638.0,75258.0,958439.0,7130025.0,0,water head needed fight give helped made showed giving coming hanging oh still love i'd reason feeling laugh get 'cause life death gave moon could shoulder losing
478,Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,06.11.2015,2015,GBAYE1500981,GB,1546,"37,4",1020239582,148456,30840228,76.0,1713268429.0,7658837.0,152007.0,75090375.0,509184619.0,314721228.0,3.0,83494.0,162.0,76.0,839196.0,46.0,,,1017726.0,,0,shape dream told hoo alive beatin' turn heart feel share we've weight want yeah magic said pressure day way underneath everythin' 'cause every see half died diamonds skin got want's get hold adventure she'd like light oh legends sky woo umi away can't gonna go life that's say make takin'
479,Latch,Settle,Disclosure,01.01.2013,2013,GBUM71302810,GB,1933,"32,9",1017438306,174201,45341736,71.0,569083040.0,3417150.0,202721.0,80786067.0,568058521.0,162617345.0,219.0,25714.0,239.0,105.0,1023099.0,72.0,346547845.0,609122.0,43896113.0,15182802.0,0,even embrace love heart feel try enamoured enchant let breath tight beat latching wrapped give wanna baby clutch boundaries 'nother touch every losing lift rest i've shackled babe close got hold know enough could space within think chest around go knock encaptured lock make found we're
480,Don't Call Me Up,Ivy To Roses (Mixtape),Mabel,18.01.2019,2019,GBUM71808052,GB,1935,"32,9",1016283394,103794,41086368,68.0,460509010.0,3376276.0,37205.0,3774501.0,45585575.0,523334750.0,192.0,198355.0,,321.0,1173680.0,31.0,61750382.0,29039.0,,9406511.0,0,take call scars hot without truth ain't hit one talk heart going eyes tryna lies want let good said wanna stronger baby left way outta listened control underneath vibe photos feeling lights high changed 'cause boy fine game back losing bad leave everybody's babe man gotta mine got bright mind know need club cold tonight ooh time friends drink us getting go life behind looking alone
481,Reminder,Starboy,The Weeknd,25.11.2016,2016,USUG11600998,US,289,"25,9",1015965940,125348,27076169,77.0,530807213.0,3439489.0,515202.0,51866413.0,445032303.0,14016821.0,56.0,5219.0,68.0,37.0,270027.0,3.0,71957016.0,35326.0,7071878.0,3869271.0,1,used bleed somethin' hits ain't hit xo couple teen silence sure come makin' song grow understand record numbin' swear weight money try gon' propane rotate nigga platinum bed tryna 'round soul new keep lose let girl good yeah swim right sweet eyed i'ma bleach show whip knows said goddamn wanna pour smoke baby radio day i'll mein globe tell ocean nose r&b hotel og floor old bag fuck forget chick mixin' trophies 'cause double fly already boy slouch game hurt we'll kids every wear back chain home weed find work choice hannibal talkin' bitch blow travel city sound sweat mil' codeine man hair gotta black got remind hey lo face asian busy ah get gas straight blew na lame know break potion faded shit niggas neck seem regular like everybody lambo pow singin' roll nothin' eatin' oh walk sippin' time blue play springs 'bout dope award shake gettin' mattress uh hard burnin' around go much mixtape wetter sex make though alone rock cup
482,If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,25.05.2018,2018,USUM71907349,US,3007,"25,4",1015502663,82046,26967760,67.0,290850550.0,4987421.0,30575.0,20265254.0,102264948.0,312559844.0,111.0,171291.0,404.0,38.0,385715.0,56.0,199577088.0,73005.0,330177.0,3403391.0,0,late trying distance without one wrong talk song everything move matter want admit write yeah good toronto sorry tell hotel feeling forget nights 'cause well view half strings babe still consumed got reading means hold know hate missing attached thinkin' spending nothing oh texts drink timing's room can't gonna keeping that's thinking might we're
483,bury a friend,bury a friend,Billie Eilish,30.01.2019,2019,USUM71900770,US,1739,35,1014870547,114243,30570088,68.0,574257361.0,9631821.0,1033277.0,204385730.0,1519293340.0,448375514.0,122.0,18698.0,111.0,50.0,266744.0,62.0,76120834.0,79036.0,,4133474.0,0,head wake calm somethin' probably apart owe step spit careful come knew art wondering keepin' start fall try eyes hatchet want soul keep listen right limbs class loud said drinkin' wanna calling i'll way expensive wow froze would son bury scared cannibal honestly 'cause today asleep tongue park connected glass security exactly close gotta ahh deadly ah payin' get held know things wanna star staple sell killing like thinkin' satisfactory dark meet cleanin' friend drown expected billie can't go debt dead end care thought amount say make run collected
